Number,Gender,NameSet,Title,GivenName,MiddleInitial,Surname,StreetAddress,City,State,StateFull,ZipCode,Country,CountryFull,EmailAddress,Username,Password,BrowserUserAgent,TelephoneNumber,TelephoneCountryCode,MothersMaiden,Birthday,TropicalZodiac,CCType,CCNumber,CVV2,CCExpires,NationalID,UPS,WesternUnionMTCN,MoneyGramMTCN,Color,Occupation,Company,Vehicle,Domain,BloodType,Pounds,Kilograms,FeetInches,Centimeters,GUID,Latitude,Longitude
260,male,Hobbit,Mr.,Isengrin,P,Sandyman,6 Hillary Street,Takapu Valley,,Wellington,5028,NZ,New Zealand,IsengrinSandyman@cuvox.de,Youghbou,yoHideik8oo,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,(021) 5556-200,64,Goldworthy,6/25/1990,Cancer,Visa,4716873407283495,937,5/2016,,1Z Y32 461 51 9780 983 1,3178916117,40529068,Blue,Soldier,Awthentikz,2005 Subaru Justy,MultipleInjuries.co.nz,A+,102.5,46.6,"2' 4""",72,5612412b-1d92-4ae1-b0dd-f1272595f3ab,-41.066555,174.889206
262,female,Hobbit,Ms.,Malva,I,Roper,239 Manly Place,Brooklands,,Christchurch,8083,NZ,New Zealand,MalvaRoper@gustr.com,Froutilt,kai9iquieR4ut,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:41.0) Gecko/20100101 Firefox/41.0,(022) 3283-081,64,Gammidge,1/7/1990,Capricorn,Visa,4929944213063356,151,4/2019,,1Z 8W5 211 10 5621 320 0,4284538598,67483329,Green,Atmospheric scientist,Franklin Music,2005 Mercedes-Benz V,CleanFaces.co.nz,O+,109.1,49.6,"2' 3""",68,91c91dc1-2217-48c7-b9d8-792abab56ec7,-43.587341,172.745144
263,female,Hobbit,Mrs.,Poppy,N,Clayhanger,96 Brownie Road,Oratia,,Waitakere,604,NZ,New Zealand,PoppyClayhanger@cuvox.de,Mined1934,vooxeeF5joo,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,(028) 7951-183,64,Bolger-Baggins,7/5/1934,Cancer,Visa,4539574344655580,548,5/2016,,1Z 705 4Y2 67 7351 653 3,4027765076,20206612,Purple,Library technical assistant,Buttrey Food & Drug,2014 MINI Cooper Roadster,MarketingWing.co.nz,O+,120.3,54.7,"3' 3""",100,b4d1998b-b4ea-4c6e-8176-9f8cdb79744b,-36.976887,174.704642
275,male,Hobbit,Mr.,Gorhendad,N,Took,224 Matheson Road,Redvale,,Whangaparaoa,932,NZ,New Zealand,GorhendadTook@teleworm.us,Harstand,Meighib5t,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0,(028) 3589-969,64,Bunce,3/8/1993,Pisces,Visa,4485389868446876,382,5/2018,,1Z 792 620 47 5180 956 9,8363138562,60393935,Green,Publications specialist,Glicks Furniture,2012 Ascari KZ1,MarathonMeals.co.nz,A+,100.8,45.8,"2' 11""",89,9e7a6a32-1012-4917-85d6-c82acb4be8f6,-36.647699,174.719583
276,female,Hobbit,Ms.,Jessamine,T,Gaukrogers,129 Koki Road,Northcross,,North Shore,632,NZ,New Zealand,JessamineGaukrogers@cuvox.de,Ocket1980,OhWa9uuv4zo,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),(028) 8187-535,64,Gardner,11/9/1980,Scorpio,Visa,4916497157112015,254,10/2019,,1Z 913 45V 62 5426 091 8,2018026812,87653389,Red,Gaming machine repairer,Buehler Foods,2010 Seat Exeo,VancouverResidential.co.nz,A+,131.3,59.7,"3' 10""",117,4fa39851-e123-4d9c-893a-23cf146ec710,-36.719592,174.585098
278,female,Hobbit,Mrs.,Cara,T,Twofoot,45 Tanner Road,Normanby,,Dunedin,9010,NZ,New Zealand,CaraTwofoot@armyspy.com,Quatere,Agoh6aijahy,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,(029) 8989-423,64,Goodchild,7/9/1996,Cancer,MasterCard,5377518214308897,816,6/2018,,1Z V97 558 78 3706 450 0,9032537224,8265629,Purple,Stock trader,Olson's Market,2008 Chrysler Neon,ChanceCalculator.co.nz,A+,139.3,63.3,"3' 1""",94,1e8dfb8d-43a3-4a71-a440-ab2b1aa6a2fe,-45.876836,170.434844
285,male,Hobbit,Mr.,Filibert,M,Rumble,52 The Boulevard,Beerescourt,,Hamilton,3200,NZ,New Zealand,FilibertRumble@rhyta.com,Thermisen55,aeQu7oi6Ie,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,(020) 2970-640,64,Roper,12/19/1955,Sagittarius,Visa,4929488272532083,540,2/2018,,1Z 593 886 42 9293 297 0,1339499806,21542543,Blue,Assembler,Sav-A-Center,2006 Infiniti Q45,FabulousSeats.co.nz,A+,134.2,61,"3' 10""",118,0f8c1c7f-e414-48ce-bd1c-dcbcf0ef3d85,-37.730418,175.143428
287,female,Hobbit,Mrs.,Melilot,N,Smallburrow,192 Pickwick Parade,Cockle Bay,,Manukau,2014,NZ,New Zealand,MelilotSmallburrow@dayrep.com,Agrecirt,aik8ku5Aexe,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0,(020) 1354-763,64,Grubb,8/8/1963,Leo,Visa,4716295712576670,472,6/2019,,1Z 393 26V 86 6826 938 6,6843323027,54621677,Blue,Payroll assistant,Helping Hand,2006 Honda Odyssey,PestControlList.co.nz,O+,133.8,60.8,"3' 7""",108,9911eefd-c09d-4f3d-ad98-9a92403a3d69,-36.90725,174.968557
288,female,Hobbit,Ms.,Salvia,F,Labingi,34 Skip Lane,East Tamaki,,Manukau,2013,NZ,New Zealand,SalviaLabingi@teleworm.us,Hoempot,See4kahphe6,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0,(020) 0572-417,64,Rumble,2/12/1972,Aquarius,Visa,4929581308241271,133,2/2016,,1Z 5E2 643 90 9894 179 3,1696328069,73094667,Black,Developmental psychologist,J. Brannam,2005 Bugatti EB 118,MitzvahBlog.co.nz,A+,110.2,50.1,"3' 6""",107,43b7d602-5506-423c-8115-18424394cfb7,-36.953391,174.805733
289,male,Hobbit,Mr.,Orgulas,R,Gamgee,51 Westenra Terrace,Heathcote Valley,,Christchurch,8022,NZ,New Zealand,OrgulasGamgee@jourrapide.com,Eniout,eel1aCooPh,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; Trident/5.0),(028) 3926-800,64,Bunce,11/2/1981,Scorpio,Visa,4916237570566037,600,11/2020,,1Z 802 633 41 1474 580 3,6671151523,23440273,Blue,Golf course architect,Intelacard,2001 Pontiac Grand Am,ControlSeeker.co.nz,A+,143.2,65.1,"3' 7""",110,24f7120c-17a8-4922-84cb-067c39a88140,-43.491101,172.729136
291,female,Hobbit,Dr.,Amanda,W,Longhole,27 Gairloch Street,North East Valley,,Dunedin,9010,NZ,New Zealand,AmandaLonghole@einrot.com,Rearmem,ieZao3ica,Mozilla/5.0 (X11; Linux x86_64; rv:41.0) Gecko/20100101 Firefox/41.0,(027) 3030-394,64,Underhill,2/25/1964,Pisces,MasterCard,5179493265497074,875,7/2018,,1Z 57E 2Y2 71 5755 481 7,5360301467,72133440,Black,Coil taper,Rainbow Bay Crafts,2011 Mercedes-Benz CLC,FightListings.co.nz,B+,130.7,59.4,"2' 7""",79,99a6403e-02c4-4052-b1b2-a3d5dbd8798f,-45.852794,170.459947
293,female,Hobbit,Mrs.,Pearl,M,Grubb,235 Rhodes Street,Aro Valley,,Wellington,6021,NZ,New Zealand,PearlGrubb@cuvox.de,Themprod,aetui7ohFo,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:41.0) Gecko/20100101 Firefox/41.0,(022) 1967-669,64,Hayward,6/21/1944,Cancer,MasterCard,5110604047253633,235,12/2016,,1Z 980 1V8 07 5538 220 6,353729110,82427879,Purple,Meeting manager,Quality Merchant Services,2002 Lada 119,TicketMarkers.co.nz,O+,104.7,47.6,"2' 9""",83,5b045603-51ca-401b-a3b4-865d0f81abe2,-41.271099,174.738805
294,male,Hobbit,Mr.,Nicol,C,Boffin,136 Rowan Avenue,Aranui,,Christchurch,8061,NZ,New Zealand,NicolBoffin@jourrapide.com,Dord1957,Quee7ohle8,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:41.0) Gecko/20100101 Firefox/41.0,(026) 1242-499,64,Baggins,10/31/1957,Scorpio,Visa,4716924646932382,334,2/2016,,1Z 998 559 77 5366 384 0,9628593954,45851488,Green,Construction cost estimator,JumboSports,1994 Toyota Century,WinningProfit.co.nz,AB+,120.6,54.8,"2' 5""",74,cd526e0e-a760-43b3-bb3c-dc96b9d51535,-43.45641,172.766665
295,female,Hobbit,Mrs.,Salvia,M,Bolger-Baggins,203 Ellsworth Place,Puketaha,,Hamilton,3210,NZ,New Zealand,SalviaBolger-Baggins@armyspy.com,Kinger,oFahx1choh,Mozilla/5.0 (X11; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0,(028) 2246-238,64,Sackville-Baggins,10/16/1972,Libra,Visa,4556531908099199,167,7/2020,,1Z 116 99E 00 4193 849 6,1504426212,50363739,Blue,Geriatric aide,Enviro Architectural Designs,2012 Alfa Romeo MiTo,ColaWater.co.nz,O+,99.2,45.1,"2' 6""",75,b4a9c81f-726c-49d3-a6b5-37f9b92dca27,-37.701823,175.311557
296,female,Hobbit,Ms.,Daisy,R,Twofoot,244 Creedon Glen,Redwood,,Christchurch,8051,NZ,New Zealand,DaisyTwofoot@gustr.com,Nouranglithe,eic9rooSh3bie,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0),(028) 3288-624,64,Noakes,3/10/1934,Pisces,MasterCard,5592324122563635,643,2/2020,,1Z 52Y 738 94 8688 044 1,5215900163,37449049,Purple,Fishing vessel operator,Hamady Bros. Supermarkets,1998 Audi A8,ScholarshipFraud.co.nz,A+,136.8,62.2,"3' 10""",117,0545dfed-c61c-45ca-a157-abb49fe8592f,-43.504211,172.672186
297,female,Hobbit,Mrs.,Pamphila,H,Gammidge,244 Samuel Way,Matapihi,,Tauranga,3110,NZ,New Zealand,PamphilaGammidge@dayrep.com,Hourgen,ulooth7Ozaj,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:41.0) Gecko/20100101 Firefox/41.0,(020) 0802-984,64,Took-Took,3/25/1957,Aries,Visa,4556123567649942,662,1/2017,,1Z 4F2 34V 42 9241 552 8,8165718712,43334236,Orange,Molder,Madcats Music & Books,1994 Rover Range Rover,FullFemale.co.nz,O+,129.1,58.7,"2' 7""",78,c3a5257e-ef96-4911-8a4d-051454ea0175,-37.705156,176.193941
298,male,Hobbit,Mr.,Hildigrim,A,Grubb,68 Pandora Avenue,Taylorville,,Greymouth,7805,NZ,New Zealand,HildigrimGrubb@armyspy.com,Hathead,aoK1aethaz5,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:40.0) Gecko/20100101 Firefox/40.0,(028) 3154-298,64,Bunce,2/21/1970,Pisces,Visa,4929795824524354,160,8/2016,,1Z 358 8E4 32 6437 804 1,325434096,68154959,Blue,Law clerk,Magna Gases,1997 Citroen AX,BanquetSearch.co.nz,O-,109.6,49.8,"3' 11""",120,9646ab7d-8691-4b6c-a1e9-23ca37840c29,-42.486638,171.1559
